에그타르트,2021-10-01 00:00:00,파리바게트,50,1개,우유/계란/밀,135,110,22,6,4,2,파리바게트_에그타르트.jpg
대세는 민초넛,2021-10-01 00:00:00,파리바게트,90,1개,밀/대두/계란/우유,350,180,14,14,12,5,파리바게트_대세는 민초넛.jpg
쌀아있는 크림도넛,2021-10-01 00:00:00,파리바게트,100,1개,밀/계란/우유/대두,380,210,10,10,14,5,파리바게트_쌀아있는 크림도넛.jpg
진한 우유 식빵,2021-10-01 00:00:00,파리바게트,100,100g,밀/우유/대두,280,420,10,10,3.7,8,파리바게트_진한 우유 식빵.jpg
그린티 본델리슈,2021-10-01 00:00:00,파리바게트,100,100g,계란/밀/대두,280,85,39,39,1.6,7,파리바게트_그린티 본델리슈.jpg
스위트 몽블랑,2021-10-01 00:00:00,파리바게트,100,100g,밀/우유/대두/계란,390,400,14,14,13,6,파리바게트_스위트 몽블랑.jpg
옛날 왕슈크림 도넛,2021-10-01 00:00:00,파리바게트,95,1개,밀/우유/대두/계란,295,270,8,8,3.1,6,파리바게트_옛날 왕슈크림 도넛.jpg
카스테라,2021-10-01 00:00:00,파리바게트,80,1개,밀/우유/대두/계란,255,80,21,21,2.8,6,파리바게트_카스테라.jpg
오리지널 머핀,2021-10-01 00:00:00,파리바게트,150,1개,밀/우유/대두/계란,316,166,38,38,8,4,파리바게트_오리지널 머핀.jpg
어머나 생일챙겨 펭수,2021-10-01 00:00:00,파리바게트,100,100g,밀/우유/대두/계란,435,150,25,25,9,5,파리바게트_어머나 생일챙겨 펭수.jpg
블랙포레스트 초코쉬폰,2021-10-01 00:00:00,파리바게트,100,100g,우유/대두/밀/계란/땅콩/호두/토마토/복숭아/돼지고기르르사용한제품과같은제조시설에서제조,345,170,18,18,5,4,파리바게트_블랙포레스트 초코쉬폰.jpg
마이넘버원 3,2021-10-01 00:00:00,파리바게트,100,100g,우유/대두/계란/밀/돼지고기/땅콩/복숭아/토마토/호두를사용한제품과같은제조시설에서제조,285,100,18,18,7,4,파리바게트_마이넘버원 3.jpg
스노우화이트치즈케이크,2021-10-01 00:00:00,파리바게트,100,100g,우유/계란/밀/돼지고기,350,240,15,15,10,7,파리바게트_스노우화이트치즈케이크.jpg
치즈가 반한 티라미수,2021-10-01 00:00:00,파리바게트,100,100g,계란/우유/대두/밀/돼지고기,280,160,16,16,9,5,파리바게트_치즈가 반한 티라미수.jpg
타이니소어Go 공룡메카드,2021-10-01 00:00:00,파리바게트,100,100g,대두/계란/밀/우유/호두,400,140,30,30,7,5,파리바게트_타이니소어Go 공룡메카드.jpg
상큼한 블루베리 쉬폰,2021-10-01 00:00:00,파리바게트,100,100g,대두/계란/밀/우유/돼지고기/땅콩/복숭아/토마토/호두를사용한제품과같은시설에서제조,315,115,20,20,10,3,파리바게트_상큼한 블루베리 쉬폰.jpg
페퍼로니 포카챠,2021-10-01 00:00:00,파리바게트,115,1개,밀/돼지고기/쇠고기/대두/토마토/우유/닭고기/조개류(굴),305,370,3,3,6,12,파리바게트_페퍼로니 포카챠.jpg
건강한 치킨커틀릿 샐러드랩,2021-10-01 00:00:00,파리바게트,230,1회제공량,토마토/우유/대두/밀/닭고기함유,280,950,19,19,2.3,10,파리바게트_건강한 치킨커틀릿 샐러드랩.jpg
파리의 토스트,2021-10-01 00:00:00,파리바게트,130,1개,알류(계란)/대두/조개류(굴)/밀/우유/돼지고기/토마토함유,265,650,5,5,3.9,12,파리바게트_파리의 토스트.jpg
3가지 맛 굿모닝 샌드위치,2021-10-01 00:00:00,파리바게트,295,1회제공량,밀/우유/대두/알류(계란)/돼지고기/토마토,700,1020,24,24,8,13,파리바게트_3가지 맛 굿모닝 샌드위치.jpg
통밀 에그 샐러드 샌드위치,2021-10-01 00:00:00,파리바게트,240,1회제공량,밀/우유/대두/계란/닭고기/돼지고기,490,1250,6,6,5,20,파리바게트_통밀 에그 샐러드 샌드위치.jpg
오리지널 시저 샐러드,2021-10-01 00:00:00,파리바게트,240,1회제공량,계란/우유/대두/토마토/닭고기/밀/돼지고기,385,860,3,3,5,16,파리바게트_오리지널 시저 샐러드.jpg
통밀 디럭스 샌드위치,2021-10-01 00:00:00,파리바게트,250,1회제공량,밀/우유/대두/계란/돼지고기/토마토,485,1200,10,10,5,17,파리바게트_통밀 디럭스 샌드위치.jpg
명가명품 제주말차 카스테라,2021-10-01 00:00:00,파리바게트,100,100g,계란/밀/대두/우유/땅콩/호두/아황산류를사용한제품과같은제조시설에서제조,1425,85,38,38,1.6,7,파리바게트_명가명품 제주말차 카스테라.jpg
제주말차 롤케익,2021-10-01 00:00:00,파리바게트,100,100g,계란/밀/대두/우유/땅콩/새우/돼지고기/토마토/복숭아/호두/아황산류를사용한제품과같은제조시설에서제조,360,160,22,22,8,5,파리바게트_제주말차 롤케익.jpg
호두 파이,2021-10-01 00:00:00,파리바게트,100,100g,호두/계란/우유/밀,275,100,16,16,4.5,5,파리바게트_호두 파이.jpg
화가자명가,2021-10-01 00:00:00,파리바게트,100,100g,밀/우유/대두/호두/계란,340,140,33,33,1.4,9,파리바게트_화가자명가.jpg
시간의정성 진 카스테라,2021-10-01 00:00:00,파리바게트,100,100g,계란/밀/대두,270,55,44,44,1.2,6,파리바게트_시간의정성 진 카스테라.jpg
오색정과,2021-10-01 00:00:00,파리바게트,592,1회제공량,우유/계란/밀/호두/대두,275,110,11,11,5,11,파리바게트_오색정과.jpg
정통 파운드케익,2021-10-01 00:00:00,파리바게트,100,100g,계란/밀/대두/우유/호두,390,190,23,23,8,5,파리바게트_정통 파운드케익.jpg
핑크솔티드 카라멜 마카롱,2021-10-01 00:00:00,파리바게트,31,1개,계란/우유/대두/밀,115,45,13,13,1.8,2,파리바게트_핑크솔티드 카라멜 마카롱.jpg
사르르 초코타르트,2021-10-01 00:00:00,파리바게트,55,1개,계란/우유/대두/밀,205,65,8,8,7,3,파리바게트_사르르 초코타르트.jpg
뉴욕 치즈 타르트,2021-10-01 00:00:00,파리바게트,50,1개,우유/밀/계란,155,130,8,8,4.6,3,파리바게트_뉴욕 치즈 타르트.jpg
사르르 레어 치즈 타르트,2021-10-01 00:00:00,파리바게트,100,100g,우유/밀/계란,815,270,31,31,30,12,파리바게트_사르르 레어 치즈 타르트.jpg
꿀자몽고메마카롱,2021-10-01 00:00:00,파리바게트,31,1개,우유/계란,110,10,12,12,2.4,2,파리바게트_꿀자몽고메마카롱.jpg
산딸기고메마카롱,2021-10-01 00:00:00,파리바게트,24,1개,우유/계란,90,10,11,11,1.8,1,파리바게트_산딸기고메마카롱.jpg
호두 듬뿍 타르트,2021-10-01 00:00:00,파리바게트,45,1개,호두/계란/우유/밀,190,85,11,11,4,3,파리바게트_호두 듬뿍 타르트.jpg
왼손으로 비빈 삼각불고기,2021-10-01 00:00:00,파리바게트,105,1개,밀/우유/계란/대두/쇠고기/닭고기/조개류(굴),270,480,9,9,2.7,7,파리바게트_왼손으로 비빈 삼각불고기.jpg
오른손으로 비빈 고로케,2021-10-01 00:00:00,파리바게트,105,1개,밀/계란/대두/우유/조개류(굴)/돼지고기/쇠고기,325,430,15,15,3.4,7,파리바게트_오른손으로 비빈 고로케.jpg
매콤 로스트 치킨,2021-10-01 00:00:00,파리바게트,85,1개,밀/우유/대두/쇠고기/닭고기/토마토,265,340,5,5,9,5,파리바게트_매콤 로스트 치킨.jpg
치킨 듬뿍 고로케,2021-10-01 00:00:00,파리바게트,95,1개,밀/우유/대두/쇠고기/닭고기/조개류(굴),280,450,6,6,2.6,6,파리바게트_치킨 듬뿍 고로케.jpg
양념 치킨빵,2021-10-01 00:00:00,파리바게트,60,1개,밀/우유/대두/계란/쇠고기/닭고기/토마토,185,240,8,8,1.4,3,파리바게트_양념 치킨빵.jpg
후라이드 치킨빵,2021-10-01 00:00:00,파리바게트,55,1개,밀/우유/대두/계란/쇠고기/닭고기/조개류(굴),165,250,6,6,1.4,3,파리바게트_후라이드 치킨빵.jpg
든든한 통소시지빵,2021-10-01 00:00:00,파리바게트,170,1개,밀/우유/대두/계란/돼지고기/쇠고기/토마토,470,880,9,9,8,14,파리바게트_든든한 통소시지빵.jpg
클래식 애플파이,2021-10-01 00:00:00,파리바게트,72,1개,밀.우유/대두/쇠고기,225,210,5,5,8,3,파리바게트_클래식 애플파이.jpg
포슬포슬 치즈 감자,2021-10-01 00:00:00,파리바게트,75,1개,밀/계란/대두/우유/쇠고기/돼지고기,185,380,2,2,2.27,7,파리바게트_포슬포슬 치즈 감자.jpg
정통 잉글리쉬머핀,2021-10-01 00:00:00,파리바게트,100,100g,밀/우유/대두,225,450,1,1,0.5,7,파리바게트_정통 잉글리쉬머핀.jpg
클래식 시나몬롤,2021-10-01 00:00:00,파리바게트,80,1개,밀/우유/대두/호두/계란/쇠고기,300,300,14,14,6,6,파리바게트_클래식 시나몬롤.jpg
속노랑 고구마도넛,2021-10-01 00:00:00,파리바게트,50,1개,밀/우유/계란,150,110,9,9,1.6,1,파리바게트_속노랑 고구마도넛.jpg
생도넛,2021-10-01 00:00:00,파리바게트,40,1개,밀/우유/대두/계란,180,90,7,7,1.8,3,파리바게트_생도넛.jpg
뀐아망,2021-10-01 00:00:00,파리바게트,68,1개,밀/우유/계란,330,340,17,17,13,4,파리바게트_뀐아망.jpg
초코칩 쏙쏙 롤링브레드,2021-10-01 00:00:00,파리바게트,140,1회제공량,밀/우유/대두/계란,525,600,29,29,11,10,파리바게트_초코칩 쏙쏙 롤링브레드.jpg
쇼콜라 깜빠뉴,2021-10-01 00:00:00,파리바게트,130,1개,밀/우유/대두,325,480,9,9,3.9,9,파리바게트_쇼콜라 깜빠뉴.jpg
초코크림 아몬드볼,2021-10-01 00:00:00,파리바게트,80,1개,밀/계란/대두/우유/쇠고기,320,170,14,14,7,7,파리바게트_초코크림 아몬드볼.jpg
초코 포레스트 머핀,2021-10-01 00:00:00,파리바게트,92,1개,밀/우유/계란/대두,370,170,17,17,15,5,파리바게트_초코 포레스트 머핀.jpg
크림 크래미 고로케,2021-10-01 00:00:00,파리바게트,95,1개,밀/우유/계란/대두/토마토/닭고기/게,330,430,5,5,4.3,8,파리바게트_크림 크래미 고로케.jpg
옛날 버터 크림빵,2021-10-01 00:00:00,파리바게트,58,1개,밀/우유/대두/계란,245,150,6,6,11,3,파리바게트_옛날 버터 크림빵.jpg
달콤 부드러운 연유 크림빵,2021-10-01 00:00:00,파리바게트,65,1개,밀/우유/대두,230,240,6,6,7,4,파리바게트_달콤 부드러운 연유 크림빵.jpg
피넛 베리 크림빵,2021-10-01 00:00:00,파리바게트,72,1개,밀/우유/대두/땅콩/계란,265,220,13,13,4,6,파리바게트_피넛 베리 크림빵.jpg
호두 호밀 브레드,2021-10-01 00:00:00,파리바게트,100,100g,밀/우유/대두/호두,295,490,6,6,1.4,9,파리바게트_호두 호밀 브레드.jpg
뺑오레쟁,2021-10-01 00:00:00,파리바게트,80,1개,밀/우유/대두/계란,235,200,12,12,7,4,파리바게트_뺑오레쟁.jpg
뺑오쇼콜라,2021-10-01 00:00:00,파리바게트,65,1개,밀/우유/대두/계란,245,210,9,9,9,4,파리바게트_뺑오쇼콜라.jpg
강원도 알감자빵,2021-10-01 00:00:00,파리바게트,160,1회제공량,밀/계란/대두/우유,390,640,8,8,6,5,파리바게트_강원도 알감자빵.jpg
토마토를 올린 햄치즈 크라상,2021-10-01 00:00:00,파리바게트,135,1회제공량,X,380,620,6,6,11,10,파리바게트_토마토를 올린 햄치즈 크라상.jpg
진저레몬 몽블랑,2021-10-01 00:00:00,파리바게트,130,1개,밀/대두/우유/계란,495,500,20,20,16,8,파리바게트_진저레몬 몽블랑.jpg
부드러운 모카크림빵,2021-10-01 00:00:00,파리바게트,70,1개,밀/대두/우유/계란,285,220,12,12,8,4,파리바게트_부드러운 모카크림빵.jpg
팥이팅 소보루 도넛,2021-10-01 00:00:00,파리바게트,95,1개,밀/우유/계란/대두/쇠고기,305,230,16,16,2.7,6,파리바게트_팥이팅 소보루 도넛.jpg
치즈 바게트,2021-10-01 00:00:00,파리바게트,100,100g,밀/우유/대두,305,640,2,2,3.6,11,파리바게트_치즈 바게트.jpg
할라피뇨 소시지 스콘,2021-10-01 00:00:00,파리바게트,75,1개,밀/우유/계란/돼지고기/쇠고기,240,320,6,6,6,6,파리바게트_할라피뇨 소시지 스콘.jpg
쪽파 치즈 스콘,2021-10-01 00:00:00,파리바게트,75,1개,밀/우유/계란,260,330,6,6,7,6,파리바게트_쪽파 치즈 스콘.jpg
모짜렐라 치즈 스마일,2021-10-01 00:00:00,파리바게트,30,1개,밀/계란/우유/대두/쇠고기,110,95,5,5,0.9,1,파리바게트_모짜렐라 치즈 스마일.jpg
돌돌말린 모짜렐라 치즈 소시지,2021-10-01 00:00:00,파리바게트,125,1개,밀/대두/돼지고기/쇠고기/우유/계란,380,920,3,3,6,17,파리바게트_돌돌말린 모짜렐라 치즈 소시지.jpg
크림치즈다,2021-10-01 00:00:00,파리바게트,60,1개,밀/우유/대두,200,270,8,8,6,5,파리바게트_크림치즈다.jpg
생 유산균 플러스 딸기크림빵,2021-10-01 00:00:00,파리바게트,60,1개,밀/우유/대두,215,200,8,8,7,3,파리바게트_생 유산균 플러스 딸기크림빵.jpg
진한느낌 치즈치즈 브레드,2021-10-01 00:00:00,파리바게트,76,1개,밀/우유/대두/계란,235,400,8,8,6,6,파리바게트_진한느낌 치즈치즈 브레드.jpg
매콤 아삭 고로케,2021-10-01 00:00:00,파리바게트,100,1개,밀/우유/계란/대두/닭고기/돼지고기/조개류(굴),335,390,6,6,3.6,7,파리바게트_매콤 아삭 고로케.jpg
생크림 단팥빵,2021-10-01 00:00:00,파리바게트,129,1개,밀/계란/우유/대두,355,270,16,16,12,8,파리바게트_생크림 단팥빵.jpg
더 든든한 에그머핀,2021-10-01 00:00:00,파리바게트,135,1개,밀/대두/우유/돼지고기/쇠고기/계란/토마토,280,700,5,5,4.5,14,파리바게트_더 든든한 에그머핀.jpg
더 든든한 소시지 머핀,2021-10-01 00:00:00,파리바게트,120,1개,밀/대두/우유/돼지고기/쇠고기/토마토,275,580,3,3,6,14,파리바게트_더 든든한 소시지 머핀.jpg
